title,artists,artist_nationality,genre,object_type,height,width,area,seller,seller_type,buyer,buyer_type,buyer_address,coordinates,purchase_date,sale_date,purchase_price,sale_price,sale_year,purchase_year
"""Mother & Child in Landscape 1951""; Heads (No. 2)","MOORE, HENRY",British,Genre,Drawing,,,,Curt Valentin Gallery,Dealer,"Bunnell, Naneen",Collector,"1 East End Ave., New York, NY, USA","40.770393,-73.948072",11/12/55,5/5/59,275.2325581,400,1959,1955
"""SKB Studies: 2 seated women with children""; SKB Sheet of Sketches on reverse","MOORE, HENRY",British,Genre,Drawing,,,,Curt Valentin Gallery,Dealer,"Benjamin, Robert M.",Collector,"45 E. 82nd St., New York, NY, USA","40.783308,-73.97215",11/12/55,5/5/62,275.2325581,2100,1962,1955
"""Double headed Bronze""; Two Figures (Interior & exterior forms)","MOORE, HENRY",British,Genre,Drawing,2.5,3.5,8.75,Curt Valentin Gallery,Dealer,"Kayden, Herbert, Mrs.",Collector,"33 East End Ave., New York, NY, USA","40.771519,-73.947224",11/4/55,3/3/56,275.2325581,400,1956,1955
Study for Standing Figure (brown),"MOORE, HENRY",British,Genre,Sculpture,,,,Curt Valentin Gallery,Dealer,"Tannenbaum, Herbert",Dealer,"19 E. 57th St., New York, NY, USA","40.763281,-73.974381",11/9/55,4/4/57,275.2325581,467.5,1957,1955
"""SKB Girl reading 1947""; Seated Girl with Baby","MOORE, HENRY",British,Genre,Watercolor,,,,Curt Valentin Gallery,Dealer,"Viccinelli, Giovanni, Mr. & Mrs.",Collector,"350 Park Ave., New York, NY, USA","40.758219,-73.973382",11/1/55,4/4/58,275.2325581,325,1958,1955
Three Standing Figures,"MOORE, HENRY",British,Genre,Sculpture,,,,Curt Valentin Gallery,Dealer,"Levor, Berenice D.",Collector,"710 Park Ave., New York, NY, USA","40.769644,-73.965062",11/7/55,3/3/56,275.2325581,950,1956,1955
"""Leaf Figure No.2 1952""; Studies for Standing & Reclining Figures","MOORE, HENRY",British,Genre,Print,,,,Curt Valentin Gallery,Dealer,"Hermanos, Maxime L.",Collector,"c/o Columbia Eastern Corp. 597 Fifth Ave., New York, NY, USA","40.720709,-73.981308",11/3/55,3/3/62,275.2325581,550,1962,1955
"""Standing Figure No. 2 (twin neck) 1952""; Studies for Sculpture","MOORE, HENRY",British,Genre,Drawing,,,,Curt Valentin Gallery,Dealer,"Hermanos, Maxime L.",Collector,"c/o Columbia Eastern Corp. 597 Fifth Ave., New York, NY, USA","40.720709,-73.981308",11/6/55,3/3/62,275.2325581,550,1962,1955
Nu au collier,"PHILIPP, ROBERT",American,Genre,Painting,,,,Parke-Bernet Galleries,Dealer,"Weinstock, H.I., Mrs.",Collector,"941 Park Ave., New York, NY, USA","40.776986,-73.959453",11/5/55,12/12/55,360,396,1955,1955
"""Anemones in Vase""; ""Still Life"" ""Anemones in Vase""","SÉRULLAZ, MAURICE",French,Still Life,Painting,24,19,456,"Sérullaz, Maurice",Dealer,WAIF International Social Service,Collector,"345 E. 46th St., New York, NY, USA","40.760394,-73.988855",11/6/55,8/8/59,45,200,1959,1955
"Pres de l'Etang, Jardin, de Keiv","PISSARRO, CAMILLE",French,Landscape,Painting,,,,"French Art Galleries, Inc.",Dealer,"French Art Galleries, Inc.",Dealer,"2 E. 56th St., New York, NY, USA","40.762293,-73.974457",12/9/55,2/2/57,4750,7500,1957,1955
Le Char,"BRAQUE, GEORGES",French,Genre,Sculpture,,,,Galerie Maeght,Dealer,"De Groot, Adelaide M.",Collector,"21 W. 58th St., New York, NY, USA","40.76423,-73.974457",12/12/55,7/7/56,1503.793103,2400,1956,1955
Les 2 Poissons; Les deux poissons,"BRAQUE, GEORGES",French,Animals,Sculpture,,,,Galerie Maeght,Dealer,James Goodman Gallery,Dealer,"55 E. 86th St., New York, NY, USA","40.780841,-73.95863",12/12/55,12/12/68,1503.793103,7000,1968,1955
Les 2 Poissons; Les deux poissons,"BRAQUE, GEORGES",French,Animals,Sculpture,,,,Galerie Maeght,Dealer,"Jasten, W.E.",Collector,"944 Fifth Ave., New York, NY, USA","40.76395,-73.974088",12/12/55,5/5/62,1503.793103,5800,1962,1955
Fragmenta d'Hisiode; Fragments d'Hisiode,"BRAQUE, GEORGES",French,,Sculpture,,,,Galerie Maeght,Dealer,James Goodman Gallery,Dealer,"55 E. 68th St., New York, NY, USA","40.769062,-73.966862",12/12/55,3/3/68,1503.793103,10200,1968,1955
Petit Cheval,"BRAQUE, GEORGES",French,Animals,Sculpture,,,,Galerie Maeght,Dealer,"Siemonn, Mabel Garrison",Collector,"20 Sutton Place So., New York, NY, USA","40.756688,-73.961158",12/12/55,8/8/57,1503.793103,2700,1957,1955
Petit Cheval,"BRAQUE, GEORGES",French,Animals,Sculpture,,,,Galerie Maeght,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",12/12/55,11/12/56,1503.793103,2300,1956,1955
Petit Cheval; Petite cheval,"BRAQUE, GEORGES",French,Animals,Sculpture,,,,Galerie Maeght,Dealer,Perls Galleries,Dealer,"1016 Madison Ave., New York, NY, USA","40.77586,-73.962586",12/12/55,3/3/60,1503.793103,2720,1960,1955
Still Life: Cabbage,"BUFFET, BERNARD",French,Still Life,Painting,38.5,51.5,1982.75,Galerie Drouant-David,Dealer,Niveau Gallery,Dealer,"962 Madison Ave., New York, NY, USA","40.774087,-73.963903",1/2/56,3/3/56,1185,3150,1956,1956
Still Life: Chartreuse Coffe Pot,"BUFFET, BERNARD",French,Still Life,Painting,38.5,51.5,1982.75,Galerie Drouant-David,Dealer,"Phillips, Ann",Collector,"73 E. 74th St., New York, NY, USA","40.772745,-73.963685",1/4/56,3/3/56,1185,3200,1956,1956
Zeus,"CALLIYANNIS, MANOLIS",Greek,History,Painting,58.625,56.375,3304.984375,Jacques Dubourg Galerie,Dealer,"Le Maire, Eleanor",Collector,"29 W. 57th St., New York, NY, USA","40.763419,-73.97463",1/6/56,11/11/57,375,850,1957,1956
Plage de Trouville,"BOUDIN, EUGÈNE LOUIS",French,Landscape,Painting,6.75,11.25,75.9375,"Tooth, (Arthur), and Sons",Dealer,"Ittleson, Henry Jr.",Collector,"1 Park Ave., New York, NY, USA","40.747144,-73.981361",3/3/56,6/6/56,5600,8500,1956,1956
"""Buffalo Hunt""; Buffalo Hunt","STANLEY, JOHN MIX",American,Genre,Painting,26,36.25,942.5,"Kennedy Galleries, Inc.",Dealer,"Kennedy Galleries, Inc.",Dealer,"13 E. 58th St., New York, NY, USA","40.763426,-73.972909",3/11/56,3/3/61,687.5,1300,1961,1956
"""Landing of John Smith""; Landing of John Smith","STANLEY, JOHN MIX",American,History,Painting,24,36.25,870,"Kennedy Galleries, Inc.",Dealer,"Kennedy Galleries, Inc.",Dealer,"13 E. 58th St., New York, NY, USA","40.763426,-73.972909",3/8/56,3/3/61,687.5,1300,1961,1956
"""The Musiciens""; The Musicians","CARIANI, GIOVANNI (GIOVANNI DE' BUSI); GIORGIONE (GIORGIO DA CASTELFRANCO)",Italian,Genre,Painting,37.25,52.75,1964.9375,"Speelman, (Edward), Ltd.",Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",3/3/56,12/12/68,10050,1665.217391,1968,1956
"Olympus, the quarters of the Globe","TIEPOLO, GIOVANNI BATTISTA",Italian,History,Painting,,,,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"908 Fifth Ave., New York, NY, USA","40.76395,-73.974088",5/6/56,5/5/57,15490,23000,1957,1956
Petite sur pierre,"LARDERA, BERTO",Italian,Genre,Sculpture,,,,Galerie Michel Warren,Dealer,Rosewood Fabrics,Collector,"1410 Broadway, New York, NY, USA","40.753606,-73.987089",5/5/56,5/5/57,566.4285714,700,1957,1956
Nu,"MAILLOL, ARISTIDE",French,Genre,Sculpture,,,,Fine Arts Associates,Dealer,"Ittleson, Henry Jr.",Collector,"1 Park Ave., New York, NY, USA","40.747144,-73.981361",11/3/55,11/11/56,2400,3000,1956,1955
Japanese Bridge,"MONET, CLAUDE",French,Landscape,Painting,34.75,36.5,1268.375,Galerie Larock-Granoff,Dealer,"Bareiss, Conrad",Collector,"c/o Walter Bareiss 60 E. 42nd St., New York, NY, USA","40.720709,-73.981308",5/12/56,7/7/56,4190,9500,1956,1956
"""d'Apres Nature""; D'apres nature","BRAQUE, GEORGES",French,Still Life,Sculpture,,,,Galerie Maeght,Dealer,"Garber, Benjamin Franklin",Collector,"418 E. 50th St., New York, NY, USA","40.753449,-73.965537",5/7/56,12/5/68,1888,2700,1968,1956
Interior-Mme Vuillard and Hessel,"VUILLARD, EDOUARD",French,Genre,Painting,22,18.5,407,"Spingold, Nathan B.",Collector,"Bemberg, Georges",Collector,"40 W. 55th St., New York, NY, USA","40.762272,-73.97585",7/7/56,3/3/58,1500,8000,1958,1956
Woman washing left leg,"DEGAS, HILAIRE GERMAIN EDGAR",French,Genre,Sculpture,,,,"Hébrard, Nelly",Dealer,Hammer Galleries,Dealer,"45 E. 57th St., New York, NY, USA","40.763906,-73.975816",7/8/56,9/9/56,638.3333333,867,1956,1956
Dancer holding right foot in right hand,"DEGAS, HILAIRE GERMAIN EDGAR",French,Genre,Sculpture,,,,"Hébrard, Nelly",Dealer,"Dora Brahms, Inc.",Collector,"38 E. 57th St., New York, NY, USA","40.763743,-73.975521",7/6/56,2/2/57,638.3333333,2000,1957,1956
White and Purple Waterlilies,"MONET, CLAUDE",French,Landscape,Painting,59.25,79,4680.75,Galerie Larock-Granoff,Dealer,"Aldrich, Larry",Collector,"530 7th Ave., New York, NY, USA","40.753894,-73.988662",7/7/56,11/11/56,10106.66667,28000,1956,1956
"No 1 ""Composition""; No. 1 ""Composition""","PARKER, BILL",American,Abstract,Painting,13,21.75,282.75,Galerie Max Kaganovitch,Artist,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",8/8/56,1/13/68,431.4285714,50,1968,1956
"No 2 ""Composition""; No. 2 ""Composition""","PARKER, BILL",American,Abstract,Painting,18,25.5,459,Galerie Max Kaganovitch,Artist,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",8/8/56,1/13/68,431.4285714,50,1968,1956
"""Cairanne""; Cairanne","GANNE, PIERRE CHRISTIAN",French,Landscape,Painting,38.25,51.25,1960.3125,Galerie Drouant-David,Dealer,"Lobo, Gustavo Jr.",Collector,"50 Sutton Pl. South, New York, NY, USA","40.755752,-73.961893",8/8/56,1/13/60,597.5,1200,1960,1956
"""Chateau sur l'Epte""; Chateau sur L'Epte","SAINT-EVE, JEAN MARIE",French,Landscape,Painting,21.25,28.75,610.9375,"Tooth, (Arthur), and Sons",Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",7/7/56,4/4/61,445,725,1961,1956
"""Portrait de Femme""; Portrait de Femme","CHASSÉRIAU, THÉODORE",French,Portrait,Painting,24,19.5,468,Galerie les Tourettes (Otto Wertheimer),Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",8/8/56,12/12/68,2880,1665.217391,1968,1956
"""Chardones et grenader""; Chardons et grenades","GANNE, PIERRE CHRISTIAN",French,Still Life,Painting,31.75,39.375,1250.15625,Galerie Drouant-David,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",8/8/56,4/4/61,345,500,1961,1956
"""Releve de la garde""; Releve de la garde","BRIANCHON, MAURICE",French,Genre,Painting,9.25,16.25,150.3125,"Daber, Alfred",Dealer,Wally Findlay Galleries,Dealer,"11-15 E. 57th St., New York, NY, USA","40.763225,-73.974281",8/8/56,3/3/67,1268.75,2000,1967,1956
"""Vue de l'atelier""; Vue de l'atelier","BRIANCHON, MAURICE",French,Genre,Painting,18.5,12,222,"Daber, Alfred",Dealer,"McCulloch, John J.B., Mrs.",Collector,"770 Park Ave., New York, NY, USA","40.771725,-73.963566",8/8/56,1/13/60,1268.75,1400,1960,1956
Petite tete cheval,"BRAQUE, GEORGES",French,Animals,Sculpture,,,,Galerie Maeght,Dealer,"Lasker, Loula Davis",Collector,"Hotel Pierre, New York, NY, USA","40.735926,-74.000722",8/1/56,3/3/57,1888,2000,1957,1956
"""d'Apres Nature""; d'Apres Nature","BRAQUE, GEORGES",French,Abstract,Sculpture,,,,Galerie Maeght,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",8/8/56,7/7/61,1888,1700,1961,1956
Fenetre,"SEGOVIA, ANDRES",Spanish,Genre,Painting,45.75,35,1601.25,Galerie Drouant-David,Dealer,"Hutner, Herbert",Collector,"120 Broadway, New York, NY, USA","40.708497,-74.011041",11/10/56,2/2/57,343.75,650,1957,1956
"""Chaise""; Chaise","SEGOVIA, ANDRES",Spanish,Still Life,Painting,45.75,35,1601.25,Galerie Drouant-David,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",11/2/56,4/4/61,343.75,1000,1961,1956
Poires,"SEGOVIA, ANDRES",Spanish,Still Life,Painting,12.25,23.25,284.8125,Galerie Drouant-David,Dealer,Princess Gabrielle Liechtenstein,Collector,"3 E. 77th St., New York, NY, USA","40.775715,-73.964602",11/5/56,12/12/56,343.75,350,1956,1956
"""Les Trois Cyprès""; Les trois cyprés","CALLIYANNIS, MANOLIS",Greek,Landscape,Painting,36,23.5,846,Jacques Dubourg Galerie,Dealer,"Jewett, Frank",Collector,"435 East 85th St., New York, NY, USA","40.789253,-73.980852",11/10/56,5/5/59,205,600,1959,1956
La Purisima Conception,"RIBERA, JUSEPE DE (LO SPAGNOLETTO)",Spanish,History,Painting,100.75,70,7052.5,"Thyssen-Bornemisza, Baron Hans Heinrich",Collector,"New York, NY, USA.  Kress (Samuel H.) Foundation",Collector,"221 W. 57th St, New York, NY, USA","40.766037,-73.980807",11/9/56,6/6/57,5000,13000,1957,1956
Vase de Fleurs,"OUDOT, ROLAND",French,Still Life,Painting,32,25.5,816,"Weil, (André), Galerie",Dealer,Raymond Loewy Associates,Collector,"488 Madison Ave., New York, NY, USA","40.758954,-73.974963",11/8/56,4/4/57,535,1275,1957,1956
Yellow Jockey,"MUNNINGS, ALFRED JAMES",British,Genre,Painting,20,23.75,475,Bond Street Galleries,Dealer,"Milbank, Thomas",Collector,"Sherry Netherland, New York, NY, USA","40.710198,-73.996443",11/9/56,9/9/57,2782.5,7500,1957,1956
"Small Head, 1953","MOORE, HENRY",British,Genre,Painting,,,,"Moore, Henry",Artist,"Lasker, Mary Woodard",Collector,"79 Beekman Place, New York, NY, USA","40.753771,-73.964466",11/11/56,2/2/57,259.1666667,450,1957,1956
The Bicyclist,"DUPONT, JACQUES",French,Genre,Painting,32,23.75,760,"Chambers, Virginia Derr",Collector,Raymond Loewy Associates,Collector,"425 Park Ave., New York, NY, USA","40.760432,-73.971544",2/2/57,2/2/58,100,540,1958,1957
Man in Red Coat & White Wig,[BRITISH],British,Genre,Painting,30.125,25.125,756.890625,Arthur de Casseres,Dealer,"Penny, Carl P.",Collector,"1060 Park Ave., New York, NY, USA","40.781031,-73.956696",5/5/29,2/4/41,850,700,1941,1929
Mother & Child Maquette No1,"MOORE, HENRY",British,Genre,Sculpture,,,,"Moore, Henry",Artist,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",1/13/57,8/8/57,353.75,680,1957,1957
"""La Mepterieuse""; Head of a Woman","NADELMANN, ELIE",French,Genre,Sculpture,,,,"Fleming, Brooke",Collector,Robert Isaacson Gallery,Dealer,"22 E. 66th St., New York, NY, USA","40.768203,-73.969184",2/4/57,11/11/59,1000,1900,1959,1957
Sur la Plage,"NADELMANN, ELIE",French,Genre,Sculpture,,,,"Fleming, Brooke",Collector,John Barnes Foundation,Collector,"791 Park Ave., New York, NY, USA","40.772203,-73.963011",2/2/57,7/10/57,1000,5200,1957,1957
Autumn,"RYDER, ALBERT PINKHAM",American,Landscape,Painting,18,24,432,"Streep, Jon N.",Dealer,E. and A. Milch,Dealer,"55 E. 59th St., New York, NY, USA","40.763301,-73.971047",4/4/57,5/1/57,3500,3511.75,1957,1957
Composition No 60; No. 60,"DUFOUR, BERNARD",French,Abstract,Painting,51.25,38,1947.5,Galerie Pierre,Dealer,"Hazen, Joseph H.",Collector,"888 Park Ave., New York, NY, USA","40.775336,-73.96089",4/11/57,6/6/59,417.5,1000,1959,1957
Mother & Child Maquette No 4,"MOORE, HENRY",British,Genre,Sculpture,,,,"Moore, Henry",Artist,"Sanuels, Jack",Collector,"784 Park Ave., New York, NY, USA","40.772139,-73.963217",3/3/57,8/8/57,227.5,1000,1957,1957
Man o War at Sea,"DIXON, W. [UNIDENTIFIED]",Unknown,Landscape,Painting,30.25,48.25,1459.5625,Anderson Galleries,Dealer,"Lenert, Belle, Mrs.",Collector,"117 E. 57th St., New York, NY, USA","40.764584,-73.97751",5/5/29,12/8/32,500,810,1932,1929
50 F,"POLIAKOFF, SERGE",Russian,Abstract,Painting,,,,"Poliakoff, Serge",Artist,"Lombardo, Joseph",Collector,"20 E. 55th St., New York, NY, USA","40.761131,-73.974109",4/11/57,1/13/61,912.5,4700,1961,1957
Le jeune Ecoliere,"DEGAS, HILAIRE GERMAIN EDGAR",French,Genre,Painting,,,,"Hébrard, Nelly",Dealer,"Ittleson, Henry Jr., Mrs.",Collector,"730 Park Ave., New York, NY, USA","40.770303,-73.964584",4/6/57,2/2/58,1700,3000,1958,1957
Une tranche de Saumon,"CHARDIN, JEAN BAPTISTE SIMÉON",French,Still Life,Painting,10.625,14.375,152.734375,Galerie les Tourettes (Otto Wertheimer),Dealer,"Woolworth, Norman Bailey",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",3/3/57,2/2/58,20000,38000,1958,1957
"Bougival, 1888","RENOIR, PIERRE AUGUSTE",French,Landscape,Painting,26,21.25,552.5,Ittleson Securities Co.,Collector,Ittleson Foundation,Collector,"1 Park Ave., New York, NY, USA","40.747144,-73.981361",6/6/57,6/6/57,30000,45000,1957,1957
Paysage de l'Ile de France,"OUDOT, ROLAND",French,Landscape,Painting,25.75,36.25,933.4375,"Weil, (André), Galerie",Dealer,"Armour, Norman Jr.",Collector,"1020 Fifth Ave., New York, NY, USA","40.76395,-73.974088",6/5/57,4/4/58,810,1600,1958,1957
St Tropez,"OUDOT, ROLAND",French,Landscape,Painting,19.75,25.5,503.625,"Weil, (André), Galerie",Dealer,Raymond Loewy Associates,Collector,"425 Park Ave., New York, NY, USA","40.760432,-73.971544",6/10/57,2/2/58,810,540,1958,1957
"""The Indian Hunter""; The Indian Hunter","BRUSH, GEORGE DE FOREST",American,Genre,Painting,12.5,9,112.5,Hirschl & Adler Galleries,Dealer,Hirschl & Adler Galleries,Dealer,"21 E. 67th St., New York, NY, USA","40.768773,-73.968315",7/7/57,1/13/72,800,2000,1972,1957
"""Miss Colquhoun""; Richard Beaumont","COTES, FRANCIS",British,Portrait,Painting,30,25,750,Colnaghi's,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",5/5/18,5/5/69,300,968,1969,1918
"""Les Garriques""; Les Garriques","GANNE, YVES",French,Landscape,Painting,21.25,28.75,610.9375,Galerie David et Garnier,Dealer,Parke-Bernet Galleries,Dealer,"980 Madison Ave., New York, NY, USA","40.774643,-73.963484",6/12/57,4/4/61,558.3333333,300,1961,1957
Sheep,"FLIER, HELMERT RICHARD VAN DER",Dutch,Animals,Painting,,,,Hollander and Co.,Dealer,"Pupke, John F.",Collector,"31 W. 56th St./off. 269 Washington St., New York, NY, USA","40.762773,-73.975169",1874-01-13,1874-02-02,700,400,1874,1874
"""Seated Woman 1956"" Maquette; Seated Woman 1956","MOORE, HENRY",British,Genre,Sculpture,,,,"Moore, Henry",Artist,"Neuberger, Roy R.",Collector,"21 E. 87th St., New York, NY, USA","40.78197,-73.959334",8/8/57,5/5/59,387.5,810,1959,1957
"""Draped reclining Figure 1956""; Draped Reclining Figure 1956","MOORE, HENRY",British,Genre,Sculpture,,,,"Moore, Henry",Artist,American Friends of Hebrew Union,Collector,"9 E. 89th St., New York, NY, USA","40.783382,-73.958698",8/8/57,6/6/59,387.5,775,1959,1957
"""Woman on Steps""; Figure on Steps","MOORE, HENRY",British,Genre,Painting,,,,Fine Arts Associates,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",8/8/57,2/2/60,1685,8500,1960,1957
Landscape,"HOLLAND, RAYMOND",American,Landscape,Painting,18,18,324,"Holland, F. Ray, Mrs.",Collector,"Holland, F. Ray, Mrs.",Collector,"687 Lexington Ave., New York, NY, USA","40.760523,-73.96939",5/3/29,4/6/36,300,300,1936,1929
Pic nic,"TARENGHI, ENRICO",Italian,Genre,Painting,,,,Hollander and Co.,Dealer,"Smith, Daniel Henry",Collector,"37 Exch. Pl./17 W. 47th St., New York, NY, USA","40.737102,-73.990175",1874-01-13,1874-03-03,1100,400,1874,1874
Still Life with Pipe 1912,"BRAQUE, GEORGES",French,Still Life,Painting,21,25.5,535.5,Fine Arts Associates,Dealer,Fine Arts Associates,Dealer,"41 E. 57th St., New York, NY, USA","40.763813,-73.975648",10/10/57,2/2/58,16800,11000,1958,1957
"""The Runaway""; The Runaway","MUNNINGS, ALFRED JAMES",British,Genre,Painting,19.5,24,468,Bond Street Galleries,Dealer,"Ryan, F.P.",Collector,"10 Gracie Square, New York, NY, USA","40.773645,-73.945615",10/10/57,12/12/63,1715,4300,1963,1957
"""Stanley Wooton instructs his 2 Jockeys""; Stanley Wooton instructs his two Jockeys","MUNNINGS, ALFRED JAMES",British,Genre,Painting,18.5,24.5,453.25,Bond Street Galleries,Dealer,"Ryan, McAlexander Donald",Collector,"1 E. 57th St., New York, NY, USA","40.762966,-73.973968",10/10/57,2/2/60,1715,3000,1960,1957
"""The Paddock at Kempton Park""; The Paddock at Kempton Park","MUNNINGS, ALFRED JAMES",British,Genre,Painting,12,36.5,438,Bond Street Galleries,Dealer,"Ryan, McAlexander Donald",Collector,"1 E. 57th St., New York, NY, USA","40.762966,-73.973968",10/10/57,5/5/60,1715,3500,1960,1957
Landscape near Giverny,"MONET, CLAUDE",French,Landscape,Painting,,,,"Ball, (Alexander & R.), Gallery",Dealer,"Woolworth, Pauline E.",Collector,"515 Madison Ave., New York, NY, USA","40.759773,-73.974119",11/11/57,2/4/58,23000,32500,1958,1957
Flowers in a vase,"REDON, ODILON",French,Still Life,Painting,19.75,28.625,565.34375,"Bernheim, Georges",Dealer,"Wetmore, Edith Malvina",Collector,"630 Park Ave., New York, NY, USA","40.76714,-73.966887",6/6/29,12/3/29,565,5300,1929,1929
Le Ratapoil,"DAUMIER, HONORÉ VICTORIN",French,Genre,Sculpture,,,,"Weitzner, Julius H.",Dealer,"Harriman, Marie N.",Dealer,"59 Wall St., New York, NY, USA","40.706012,-74.008813",11/10/57,3/3/58,2500,3200,1958,1957
